m.ref,spec.r,group.r,date,month,year,latwgs84,longwgs84,sex,age.r
M313/13,Harbour porpoise,Harbour porpoise,24/09/2013,9,2013,57.59088516,-4.05426836,F,juvenile
M315/13,Harbour porpoise,Harbour porpoise,29/09/2013,9,2013,57.87995148,-4.013381004,F,adult
M319/13,Harbour porpoise,Harbour porpoise,11/10/2013,10,2013,56.03111111,-5.592777778,U,unknown
M324/13,Short-beaked common dolphin,Common Dolphin,14/10/2013,10,2013,58.07,-5.363333333,F,juvenile
M323/13,Cuvier's beaked whale,Deep Divers,16/10/2013,10,2013,57.685,-2.950555556,U,unknown
M326/13,Harbour porpoise,Harbour porpoise,18/10/2013,10,2013,56.11944444,-3.141388889,F,adult
M331/13,Minke whale,Baleen Whales,28/10/2013,10,2013,58.97194444,-3.351944444,M,unknown
M371/13,Striped dolphin,Pelagic Dolphins,02/11/2013,11,2013,57.14638889,-6.1075,U,juvenile
M342/13,Bottlenose dolphin,Pelagic Dolphins,11/11/2013,11,2013,57.19333333,-7.425,M,adult
M343/13,Harbour porpoise,Harbour porpoise,14/11/2013,11,2013,56.21166667,-5.5875,F,juvenile
M346/13,White-beaked dolphin,Pelagic Dolphins,14/11/2013,11,2013,59.25805556,-2.886388889,M,juvenile
M345/13,Risso's dolphin,Pelagic Dolphins,16/11/2013,11,2013,59.96972222,-1.333055556,U,unknown
M352/13,Sperm whale,Deep Divers,19/11/2013,11,2013,56.95916667,-5.848333333,U,unknown
M370/13,Harbour porpoise,Harbour porpoise,22/11/2013,11,2013,57.05277778,-6.349444444,U,unknown
M355/13,Striped dolphin,Pelagic Dolphins,23/11/2013,11,2013,58.5675,-4,U,juvenile
M360/13,Minke whale,Baleen Whales,29/11/2013,11,2013,59.2825,-2.950277778,U,unknown
M367/13,Risso's dolphin,Pelagic Dolphins,02/12/2013,12,2013,55.41388889,-5.757222222,U,unknown
M369/13,Bottlenose dolphin,Pelagic Dolphins,02/12/2013,12,2013,55.88722222,-6.2675,U,unknown
M372/13,Sowerby's beaked whale,Deep Divers,02/12/2013,12,2013,57.01805556,-6.256388889,U,unknown
M373/13,Harbour porpoise,Harbour porpoise,07/12/2013,12,2013,55.18,-4.928333333,F,juvenile
M375/13,Harbour porpoise,Harbour porpoise,08/12/2013,12,2013,57.38444444,-6.078888889,U,unknown
M376/13,Long-finned pilot whale,Pelagic Dolphins,09/12/2013,12,2013,55.78611111,-6.316944444,U,unknown
M377/13,Harbour porpoise,Harbour porpoise,10/12/2013,12,2013,57.73,-5.696111111,M,adult
M378/13,Sperm whale,Deep Divers,11/12/2013,12,2013,59.13222222,-3.134444444,M,juvenile
M380/13,Sperm whale,Deep Divers,13/12/2013,12,2013,57.22027778,-7.428888889,M,juvenile
M382/13,Short-beaked common dolphin,Common Dolphin,17/12/2013,12,2013,55.7825,-6.286388889,F,juvenile
M383/13,White-beaked dolphin,Pelagic Dolphins,18/12/2013,12,2013,56.49055556,-6.838055556,M,adult
M385/13,Short-beaked common dolphin,Common Dolphin,19/12/2013,12,2013,57.34111111,-7.398611111,U,unknown
M390/13,White-beaked dolphin,Pelagic Dolphins,26/12/2013,12,2013,58.49777778,-6.272777778,M,juvenile
M396/13,Harbour porpoise,Harbour porpoise,30/12/2013,12,2013,55.7625,-4.857777778,F,adult
M400/13,Short-beaked common dolphin,Common Dolphin,30/12/2013,12,2013,58.935,-3.229166667,U,unknown
M397/13,Short-beaked common dolphin,Common Dolphin,31/12/2013,12,2013,58.22027778,-6.9675,F,adult
M21/14,Long-finned pilot whale,Pelagic Dolphins,02/01/2014,1,2014,57.68033218,-1.942956686,U,unknown
M376/14,Short-beaked common dolphin,Common Dolphin,10/01/2014,1,2014,59.23799133,-2.625676632,U,unknown
M11/14,Sperm whale,Deep Divers,11/01/2014,1,2014,55.94639206,-3.06316185,M,juvenile
M12/14,Harbour porpoise,Harbour porpoise,11/01/2014,1,2014,56.28794861,-6.243519306,U,unknown
M14/14,Harbour porpoise,Harbour porpoise,15/01/2014,1,2014,55.78285217,-6.46130228,U,unknown
M16/14,Harbour porpoise,Harbour porpoise,20/01/2014,1,2014,56.51794815,-2.659790516,U,unknown
M24/14,Harbour porpoise,Harbour porpoise,26/01/2014,1,2014,55.44063568,-5.109600544,U,unknown
M25/14,Harbour porpoise,Harbour porpoise,26/01/2014,1,2014,57.75673676,-3.90567112,M,juvenile
M29/14,Harbour porpoise,Harbour porpoise,01/02/2014,2,2014,56.528862,-2.633978844,F,juvenile
M27/14,Harbour porpoise,Harbour porpoise,02/02/2014,2,2014,57.93851471,-4.003147602,M,adult
M28/14,Harbour porpoise,Harbour porpoise,03/02/2014,2,2014,57.97413254,-3.966244936,M,juvenile
M31/14,Harbour porpoise,Harbour porpoise,06/02/2014,2,2014,56.54512787,-2.614727736,U,unknown
M32/14,Short-beaked common dolphin,Common Dolphin,06/02/2014,2,2014,56.97483063,-6.380743027,U,unknown
M33/14,Harbour porpoise,Harbour porpoise,10/02/2014,2,2014,56.22211456,-2.703078985,U,unknown
M34/14,Harbour porpoise,Harbour porpoise,10/02/2014,2,2014,56.21023178,-2.738328218,U,unknown
M36/14,Short-beaked common dolphin,Common Dolphin,11/02/2014,2,2014,57.58616638,-6.361999989,F,adult
M39/14,Harbour porpoise,Harbour porpoise,16/02/2014,2,2014,54.87207031,-3.597299814,U,unknown
M41/14,Long-finned pilot whale,Pelagic Dolphins,16/02/2014,2,2014,57.24232483,-7.449655533,F,adult
M40/14,Harbour porpoise,Harbour porpoise,17/02/2014,2,2014,56.55426407,-2.583966494,M,juvenile
M42/14,Harbour porpoise,Harbour porpoise,19/02/2014,2,2014,58.48164368,-4.666993141,M,adult
M43/14,Harbour porpoise,Harbour porpoise,19/02/2014,2,2014,57.6913147,-3.491212845,F,juvenile
M44/14,Harbour porpoise,Harbour porpoise,20/02/2014,2,2014,56.23762894,-2.659809351,F,juvenile
M48/14,Harbour porpoise,Harbour porpoise,24/02/2014,2,2014,55.61171722,-5.683884144,M,juvenile
M50/14,Harbour porpoise,Harbour porpoise,28/02/2014,2,2014,56.82751465,-2.289984465,U,unknown
M51/14,Short-beaked common dolphin,Common Dolphin,02/03/2014,3,2014,57.57799149,-7.429532528,U,unknown
M52/14,Harbour porpoise,Harbour porpoise,02/03/2014,3,2014,58.31375122,-6.74025774,M,unknown
M375/14,Short-beaked common dolphin,Common Dolphin,04/03/2014,3,2014,58.9264679,-3.23491478,U,unknown
M60/14,Atlantic white-sided dolphin,Pelagic Dolphins,07/03/2014,3,2014,56.84191895,-2.275343418,M,juvenile
M63/14,Long-finned pilot whale,Pelagic Dolphins,08/03/2014,3,2014,57.19020844,-7.427052498,F,juvenile
M54/14,Harbour porpoise,Harbour porpoise,09/03/2014,3,2014,56.01470184,-4.788111687,M,unknown
M55/14,Harbour porpoise,Harbour porpoise,09/03/2014,3,2014,55.69411087,-4.890960693,M,adult
M62/14,Harbour porpoise,Harbour porpoise,09/03/2014,3,2014,55.98522186,-4.819656849,U,unknown
M58/14,Harbour porpoise,Harbour porpoise,10/03/2014,3,2014,57.6592865,-3.680981398,U,unknown
M59/14,Harbour porpoise,Harbour porpoise,10/03/2014,3,2014,57.41077423,-1.85514307,U,unknown
M64/14,Sperm whale,Deep Divers,18/03/2014,3,2014,58.21725464,-5.360743523,M,unknown
M67/14,Long-finned pilot whale,Pelagic Dolphins,21/03/2014,3,2014,57.45948792,-7.401883125,M,adult
M68/14,Harbour porpoise,Harbour porpoise,22/03/2014,3,2014,55.24255753,-4.864368439,F,juvenile
M69/14,Harbour porpoise,Harbour porpoise,22/03/2014,3,2014,57.16739655,-2.079329967,F,juvenile
M70/14,White-beaked dolphin,Pelagic Dolphins,22/03/2014,3,2014,57.82973099,-4.007207394,F,adult
M74/14,Harbour porpoise,Harbour porpoise,23/03/2014,3,2014,56.0364151,-3.324039221,F,juvenile
M91/14,Harbour porpoise,Harbour porpoise,27/03/2014,3,2014,56.00961304,-3.392095327,U,unknown
M78/14,Harbour porpoise,Harbour porpoise,30/03/2014,3,2014,55.28906631,-4.836213112,U,unknown
M80/14,Harbour porpoise,Harbour porpoise,30/03/2014,3,2014,55.66891479,-5.665397167,U,unknown
M81/14,Harbour porpoise,Harbour porpoise,31/03/2014,3,2014,55.59545135,-5.471158504,M,juvenile
M82/14,Long-finned pilot whale,Pelagic Dolphins,31/03/2014,3,2014,56.5241127,-6.750016689,U,unknown
M83/14,Cuvier's beaked whale,Deep Divers,02/04/2014,4,2014,58.54223251,-5.05316782,M,juvenile
M84/14,Harbour porpoise,Harbour porpoise,03/04/2014,4,2014,56.75666667,-2.422777778,U,unknown
M85/14,Harbour porpoise,Harbour porpoise,03/04/2014,4,2014,55.99780655,-3.479855537,M,juvenile
M87/14,Harbour porpoise,Harbour porpoise,06/04/2014,4,2014,55.76517487,-5.349085331,F,juvenile
M92/14,Harbour porpoise,Harbour porpoise,07/04/2014,4,2014,54.7214241,-4.964158535,U,unknown
M90/14,Harbour porpoise,Harbour porpoise,08/04/2014,4,2014,56.003582,-3.521770954,F,juvenile
M93/14,Short-beaked common dolphin,Common Dolphin,13/04/2014,4,2014,56.67564774,-6.522364616,U,unknown
M94/14,Long-finned pilot whale,Pelagic Dolphins,14/04/2014,4,2014,57.17810822,-5.889858246,M,juvenile
M95/14,Harbour porpoise,Harbour porpoise,15/04/2014,4,2014,56.66872025,-6.539498329,U,unknown
M96/14,Long-finned pilot whale,Pelagic Dolphins,16/04/2014,4,2014,57.36988068,-7.413641453,U,unknown
M100/14,Harbour porpoise,Harbour porpoise,22/04/2014,4,2014,56.04359818,-3.555465221,U,unknown
M102/14,Harbour porpoise,Harbour porpoise,22/04/2014,4,2014,55.9487915,-3.096854448,U,unknown
M103/14,Harbour porpoise,Harbour porpoise,27/04/2014,4,2014,55.99775314,-3.484674692,M,juvenile
M107/14,Long-finned pilot whale,Pelagic Dolphins,30/04/2014,4,2014,56.92089081,-7.534248829,U,unknown
M109/14,Harbour porpoise,Harbour porpoise,05/05/2014,5,2014,57.65663528,-3.608776093,F,juvenile
M115/14,Harbour porpoise,Harbour porpoise,12/05/2014,5,2014,60.2688179,-1.197423458,U,unknown
M116/14,Harbour porpoise,Harbour porpoise,12/05/2014,5,2014,60.21049118,-1.370252967,U,unknown
M117/14,Minke whale,Baleen Whales,16/05/2014,5,2014,57.60025787,-7.538464069,M,adult
M121/14,Long-finned pilot whale,Pelagic Dolphins,18/05/2014,5,2014,57.41129303,-7.371403694,F,adult
M122/14,Minke whale,Baleen Whales,20/05/2014,5,2014,55.45772171,-5.508087635,F,adult
M125/14,Harbour porpoise,Harbour porpoise,25/05/2014,5,2014,56.19225693,-2.995812178,U,unknown
M131/14,White-beaked dolphin,Pelagic Dolphins,02/06/2014,6,2014,57.80728531,-7.088085651,F,adult
M133/14,Harbour porpoise,Harbour porpoise,04/06/2014,6,2014,58.02452469,-3.84031415,M,juvenile
M134/14,Harbour porpoise,Harbour porpoise,04/06/2014,6,2014,55.93606949,-4.559859276,F,adult
M132/14,Harbour porpoise,Harbour porpoise,05/06/2014,6,2014,57.58805084,-3.890147924,U,unknown
M138/14,Harbour porpoise,Harbour porpoise,10/06/2014,6,2014,57.69460297,-4.02993679,U,unknown
M139/14,Harbour porpoise,Harbour porpoise,11/06/2014,6,2014,55.31045914,-5.654292583,M,neonate
M141/14,Harbour porpoise,Harbour porpoise,13/06/2014,6,2014,57.68296432,-2.687525034,M,neonate
M142/14,Harbour porpoise,Harbour porpoise,15/06/2014,6,2014,58.37130356,-6.542541504,U,unknown
M144/14,Atlantic white-sided dolphin,Pelagic Dolphins,16/06/2014,6,2014,58.19177628,-6.378194809,U,unknown
M146/14,White-beaked dolphin,Pelagic Dolphins,16/06/2014,6,2014,58.59729004,-3.367833853,M,adult
M147/14,Harbour porpoise,Harbour porpoise,16/06/2014,6,2014,58.36991882,-6.215426922,F,adult
M149/14,Harbour porpoise,Harbour porpoise,17/06/2014,6,2014,58.09672928,-6.499008656,U,unknown
M167/14,Long-finned pilot whale,Pelagic Dolphins,19/06/2014,6,2014,57.27036667,-7.425578594,U,unknown
M150/14,Harbour porpoise,Harbour porpoise,20/06/2014,6,2014,57.2743988,-5.739005089,M,neonate
M151/14,Atlantic white-sided dolphin,Pelagic Dolphins,20/06/2014,6,2014,57.82267761,-7.063289165,F,adult
M155/14,Harbour porpoise,Harbour porpoise,21/06/2014,6,2014,57.29944992,-7.398273945,U,unknown
M157/14,Harbour porpoise,Harbour porpoise,24/06/2014,6,2014,55.46053314,-4.646012306,F,adult
M158/14,Harbour porpoise,Harbour porpoise,24/06/2014,6,2014,57.69304657,-4.01473856,F,adult
M159/14,Humpback whale,Baleen Whales,25/06/2014,6,2014,56.516716,-5.818483829,M,juvenile
M175/14,Harbour porpoise,Harbour porpoise,30/06/2014,6,2014,56.32162476,-5.988304138,U,unknown
M169/14,Harbour porpoise,Harbour porpoise,01/07/2014,7,2014,57.28199387,-5.633533478,U,unknown
M173/14,Harbour porpoise,Harbour porpoise,03/07/2014,7,2014,55.53137589,-4.65393734,U,unknown
M189/14,Harbour porpoise,Harbour porpoise,17/07/2014,7,2014,55.99884796,-4.852722645,U,unknown
M190/14,Harbour porpoise,Harbour porpoise,17/07/2014,7,2014,55.8864975,-4.966031075,U,unknown
M191/14,Harbour porpoise,Harbour porpoise,20/07/2014,7,2014,55.64907837,-4.817687988,M,neonate
M193/14,Bottlenose dolphin,Pelagic Dolphins,21/07/2014,7,2014,57.69662094,-2.808581114,F,adult
M194/14,Striped dolphin,Pelagic Dolphins,22/07/2014,7,2014,55.84508514,-6.330945969,F,adult
M202/14,Killer whale,Pelagic Dolphins,28/07/2014,7,2014,57.51470947,-7.373267174,M,juvenile
M244/14,Cuvier's beaked whale,Deep Divers,29/07/2014,7,2014,57.76369476,-7.251990795,U,unknown
M205/14,Short-beaked common dolphin,Common Dolphin,31/07/2014,7,2014,58.20754623,-6.390361786,F,juvenile
M208/14,Long-finned pilot whale,Pelagic Dolphins,01/08/2014,8,2014,56.28963089,-6.167702675,M,adult
M206/14,White-beaked dolphin,Pelagic Dolphins,02/08/2014,8,2014,58.60688782,-3.550655603,F,juvenile
M207/14,Harbour porpoise,Harbour porpoise,04/08/2014,8,2014,56.19644165,-2.789646626,U,unknown
M209/14,Minke whale,Baleen Whales,05/08/2014,8,2014,60.29299927,-1.569449186,U,unknown
M215/14,Harbour porpoise,Harbour porpoise,08/08/2014,8,2014,56.97232056,-2.199005842,U,unknown
M218/14,Harbour porpoise,Harbour porpoise,11/08/2014,8,2014,57.17715073,-7.416840553,U,unknown
M227/14,Harbour porpoise,Harbour porpoise,14/08/2014,8,2014,55.47143936,-5.713513374,U,unknown
M232/14,Minke whale,Baleen Whales,16/08/2014,8,2014,56.74684906,-6.18389225,U,unknown
M228/14,Harbour porpoise,Harbour porpoise,17/08/2014,8,2014,57.70232773,-7.212824345,U,unknown
M236/14,Minke whale,Baleen Whales,18/08/2014,8,2014,60.11927795,-1.121878386,F,juvenile
M235/14,Harbour porpoise,Harbour porpoise,19/08/2014,8,2014,55.9522438,-3.008864403,U,unknown
M237/14,Harbour porpoise,Harbour porpoise,20/08/2014,8,2014,55.65187836,-5.38233757,M,adult
M240/14,Harbour porpoise,Harbour porpoise,20/08/2014,8,2014,56.51522064,-5.808584213,F,adult
M242/14,Minke whale,Baleen Whales,21/08/2014,8,2014,56.51611328,-6.976853848,F,juvenile
M243/14,Sperm whale,Deep Divers,25/08/2014,8,2014,57.70669937,-7.28069973,M,adult
M251/14,Minke whale,Baleen Whales,07/09/2014,9,2014,57.67636871,-2.56835866,F,adult
M254/14,White-beaked dolphin,Pelagic Dolphins,07/09/2014,9,2014,56.8383255,-2.275314331,U,unknown
M259/14,Short-beaked common dolphin,Common Dolphin,10/09/2014,9,2014,56.72476578,-6.277955055,U,unknown
M260/14,Short-beaked common dolphin,Common Dolphin,13/09/2014,9,2014,58.20198059,-6.958777905,U,unknown
M262/14,Bottlenose dolphin,Pelagic Dolphins,15/09/2014,9,2014,56.47843552,-2.808466673,M,juvenile
M286/14,Risso's dolphin,Pelagic Dolphins,15/09/2014,9,2014,59.30262375,-2.632126093,U,unknown
M264/14,Harbour porpoise,Harbour porpoise,17/09/2014,9,2014,56.36071014,-2.812446356,U,unknown
M267/14,Atlantic white-sided dolphin,Pelagic Dolphins,17/09/2014,9,2014,60.36986923,-1.131471753,U,unknown
M268/14,Harbour porpoise,Harbour porpoise,19/09/2014,9,2014,56.62027359,-6.06871891,F,adult
M275/14,Harbour porpoise,Harbour porpoise,24/09/2014,9,2014,58.14051437,-6.404203415,F,adult
M276/14,Long-finned pilot whale,Pelagic Dolphins,25/09/2014,9,2014,60.23884583,-1.295662642,F,unknown
M279/14,Harbour porpoise,Harbour porpoise,27/09/2014,9,2014,58.47581863,-5.086865425,F,neonate
M283/14,Long-finned pilot whale,Pelagic Dolphins,01/10/2014,10,2014,56.05567551,-6.2500844,M,adult
M284/14,Harbour porpoise,Harbour porpoise,02/10/2014,10,2014,54.80780792,-4.961145401,U,unknown
M291/14,Risso's dolphin,Pelagic Dolphins,03/10/2014,10,2014,60.49011993,-1.455834508,F,adult
M297/14,Minke whale,Baleen Whales,07/10/2014,10,2014,56.05683136,-3.575271606,M,juvenile
M298/14,Short-beaked common dolphin,Common Dolphin,07/10/2014,10,2014,56.49597168,-6.019617558,U,unknown
M301/14,Minke whale,Baleen Whales,08/10/2014,10,2014,55.69573212,-6.280944347,U,unknown
M303/14,Bottlenose dolphin,Pelagic Dolphins,11/10/2014,10,2014,57.22777176,-7.43257761,U,unknown
M304/14,Minke whale,Baleen Whales,11/10/2014,10,2014,57.52476883,-6.694063663,M,unknown
M369/14,Minke whale,Baleen Whales,12/10/2014,10,2014,57.66633606,-8.151676178,U,unknown
M307/14,Harbour porpoise,Harbour porpoise,15/10/2014,10,2014,56.03484344,-2.606585741,M,adult
M308/14,Harbour porpoise,Harbour porpoise,15/10/2014,10,2014,58.35692596,-6.200185299,U,unknown
M309/14,White-beaked dolphin,Pelagic Dolphins,15/10/2014,10,2014,56.70484924,-2.452369213,M,adult
M477/14,Short-beaked common dolphin,Common Dolphin,20/10/2014,10,2014,58.96186066,-3.29008913,U,unknown
M312/14,Harbour porpoise,Harbour porpoise,21/10/2014,10,2014,56.36161041,-2.812474489,U,unknown
M505/14,Harbour porpoise,Harbour porpoise,24/10/2014,10,2014,55.81,-6.458055556,M,unknown
M316/14,Long-finned pilot whale,Pelagic Dolphins,25/10/2014,10,2014,57.81847763,-4.036900043,M,juvenile
M319/14,Harbour porpoise,Harbour porpoise,27/10/2014,10,2014,58.19891357,-5.340293407,M,adult
M321/14,Short-beaked common dolphin,Common Dolphin,29/10/2014,10,2014,58.9554863,-2.99430871,U,juvenile
M330/14,Striped dolphin,Pelagic Dolphins,02/11/2014,11,2014,55.78175354,-6.290376663,U,unknown
M344/14,Harbour porpoise,Harbour porpoise,14/11/2014,11,2014,58.49000168,-6.228111744,U,unknown
M355/14,Harbour porpoise,Harbour porpoise,20/11/2014,11,2014,58.27351379,-6.221020699,M,juvenile
M356/14,Harbour porpoise,Harbour porpoise,20/11/2014,11,2014,55.47026825,-5.540865898,M,adult
M366/14,Harbour porpoise,Harbour porpoise,23/11/2014,11,2014,57.93117142,-4.012863636,M,adult
M364/14,Striped dolphin,Pelagic Dolphins,24/11/2014,11,2014,60.06753159,-1.331661701,U,unknown
M374/14,Short-beaked common dolphin,Common Dolphin,26/11/2014,11,2014,57.07390976,-7.305901527,M,adult
M377/14,Baleen whale (indeterminate species),Baleen Whales,28/11/2014,11,2014,57.52755356,-6.594087601,U,unknown
M379/14,Harbour porpoise,Harbour porpoise,30/11/2014,11,2014,57.70996857,-3.431542397,F,adult
M380/14,Harbour porpoise,Harbour porpoise,30/11/2014,11,2014,57.05687714,-2.108776331,M,juvenile
M381/14,Harbour porpoise,Harbour porpoise,30/11/2014,11,2014,57.16919327,-2.079334736,F,unknown
M399/14,Harbour porpoise,Harbour porpoise,30/11/2014,11,2014,60.14116669,-1.173511863,M,unknown
M400/14,Harbour porpoise,Harbour porpoise,30/11/2014,11,2014,60.3530426,-1.168169737,U,unknown
M390/14,Harbour porpoise,Harbour porpoise,01/12/2014,12,2014,58.27505493,-6.282661438,U,unknown
M395/14,White-beaked dolphin,Pelagic Dolphins,04/12/2014,12,2014,60.28503799,-1.37425828,F,juvenile
M398/14,Harbour porpoise,Harbour porpoise,04/12/2014,12,2014,58.2004509,-6.200410843,U,unknown
M419/14,Striped dolphin,Pelagic Dolphins,11/12/2014,12,2014,57.13540268,-7.40409708,F,juvenile
M420/14,White-beaked dolphin,Pelagic Dolphins,11/12/2014,12,2014,59.05301285,-3.335335493,M,juvenile
M421/14,Short-beaked common dolphin,Common Dolphin,11/12/2014,12,2014,58.95261383,-3.315808058,F,juvenile
M425/14,Cuvier's beaked whale,Deep Divers,13/12/2014,12,2014,57.42743301,-7.393797398,F,adult
M427/14,Cuvier's beaked whale,Deep Divers,14/12/2014,12,2014,57.19936752,-7.423426628,F,juvenile
M429/14,Short-beaked common dolphin,Common Dolphin,15/12/2014,12,2014,56.28599167,-6.351648808,U,unknown
M434/14,Sperm whale,Deep Divers,17/12/2014,12,2014,57.83634949,-3.928405523,M,adult
M447/14,Short-beaked common dolphin,Common Dolphin,18/12/2014,12,2014,56.48231125,-5.997048378,M,adult
M456/14,Harbour porpoise,Harbour porpoise,18/12/2014,12,2014,56.5262413,-6.926086903,U,juvenile
M445/14,Harbour porpoise,Harbour porpoise,20/12/2014,12,2014,55.46150208,-4.642911434,U,adult
M449/14,Cuvier's beaked whale,Deep Divers,23/12/2014,12,2014,55.46963882,-5.713341713,M,adult
M462/14,Atlantic white-sided dolphin,Pelagic Dolphins,25/12/2014,12,2014,56.95797348,-5.85533762,F,juvenile
M450/14,Harbour porpoise,Harbour porpoise,26/12/2014,12,2014,55.78201675,-6.459605217,U,juvenile
M451/14,Harbour porpoise,Harbour porpoise,28/12/2014,12,2014,55.78118515,-6.28074789,F,juvenile
M468/14,Harbour porpoise,Harbour porpoise,29/12/2014,12,2014,56.06180191,-2.767616987,U,unknown
M469/14,Short-beaked common dolphin,Common Dolphin,29/12/2014,12,2014,58.53754044,-5.061360836,U,adult
M461/14,Cuvier's beaked whale,Deep Divers,31/12/2014,12,2014,56.48404312,-6.878325939,U,adult
M2/15,Cuvier's beaked whale,Deep Divers,03/01/2015,1,2015,56.33677292,-6.156653881,U,juvenile
M10/15,Striped dolphin,Pelagic Dolphins,04/01/2015,1,2015,57.42346191,-7.381543159,U,juvenile
M26/15,Atlantic white-sided dolphin,Pelagic Dolphins,05/01/2015,1,2015,58.81538773,-2.99375844,U,adult
M18/15,Long-finned pilot whale,Pelagic Dolphins,09/01/2015,1,2015,60.29916763,-1.536815166,U,adult
M20/15,Harbour porpoise,Harbour porpoise,10/01/2015,1,2015,58.48082733,-5.102748871,F,adult
M24/15,Short-beaked common dolphin,Common Dolphin,14/01/2015,1,2015,56.25190353,-5.654765606,U,unknown
M27/15,Short-beaked common dolphin,Common Dolphin,14/01/2015,1,2015,57.84585571,-7.000738144,F,adult
M31/15,Short-beaked common dolphin,Common Dolphin,14/01/2015,1,2015,55.50650787,-5.713644028,M,adult
M30/15,Harbour porpoise,Harbour porpoise,15/01/2015,1,2015,56.50065613,-2.700106621,F,adult
M33/15,Striped dolphin,Pelagic Dolphins,17/01/2015,1,2015,57.24046326,-7.451052189,F,juvenile
M44/15,Short-beaked common dolphin,Common Dolphin,20/01/2015,1,2015,56.47234726,-5.710062504,M,adult
